,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
10467,33.0,97,9.0,62.0,overcast,1000.41,1,Winter,1.0,inland,Rainy
10468,37.0,28,3.0,5.0,clear,1016.72,8,Spring,8.5,coastal,Sunny
10469,28.0,86,14.5,65.0,overcast,996.25,1,Spring,2.0,coastal,Rainy
10472,21.0,60,6.5,95.0,overcast,997.16,0,Spring,2.5,inland,Rainy
10473,37.0,34,4.5,7.0,partly cloudy,1021.0,11,Winter,6.5,coastal,Sunny
10475,27.0,105,12.0,103.0,clear,1028.21,3,Winter,7.0,coastal,Sunny
10480,24.0,98,12.5,52.0,overcast,1019.52,0,Spring,4.5,coastal,Rainy
10481,24.0,31,0.5,11.0,partly cloudy,1014.4,9,Winter,8.5,coastal,Sunny
10482,32.0,75,8.0,77.0,partly cloudy,1025.66,7,Spring,5.0,mountain,Sunny
10483,34.0,99,17.5,70.0,overcast,990.78,3,Autumn,2.0,inland,Rainy
10484,34.0,51,8.5,10.0,clear,1010.11,7,Winter,8.5,mountain,Sunny
10485,12.0,60,11.0,63.0,overcast,1009.03,1,Spring,4.5,coastal,Rainy
10486,44.0,63,3.0,2.0,partly cloudy,1011.89,11,Spring,8.5,mountain,Sunny
10487,14.0,76,9.5,75.0,overcast,1009.77,1,Summer,3.0,coastal,Rainy
10490,28.0,70,11.0,92.0,partly cloudy,1004.04,1,Spring,2.0,mountain,Rainy
10491,23.0,95,41.0,99.0,partly cloudy,1003.48,3,Summer,2.5,inland,Rainy
10492,24.0,31,6.0,16.0,clear,1013.15,5,Summer,7.5,inland,Sunny
10494,47.0,87,43.0,78.0,partly cloudy,994.53,9,Autumn,3.0,coastal,Rainy
10498,31.0,88,40.0,102.0,overcast,1018.33,4,Autumn,1.5,mountain,Rainy
10500,31.0,75,9.5,75.0,partly cloudy,1013.19,0,Spring,2.0,coastal,Rainy
10501,16.0,77,13.0,88.0,overcast,1004.43,2,Winter,4.5,coastal,Rainy
10502,42.0,43,4.0,15.0,clear,1013.46,6,Winter,8.0,inland,Sunny
10504,31.0,20,7.0,2.0,partly cloudy,1020.51,11,Spring,6.0,mountain,Sunny
10505,37.0,38,4.0,1.0,partly cloudy,1023.97,8,Summer,8.5,mountain,Sunny
10506,29.0,104,10.5,85.0,partly cloudy,1029.18,1,Winter,3.5,inland,Sunny
10507,80.0,109,8.0,93.0,clear,1029.19,7,Summer,3.0,mountain,Sunny
10508,23.0,35,5.0,17.0,clear,1020.09,9,Spring,6.0,inland,Sunny
10510,24.0,87,17.5,80.0,overcast,1006.75,2,Winter,4.0,coastal,Rainy
10511,23.0,81,24.0,93.0,overcast,1006.73,11,Autumn,1.0,coastal,Rainy
10512,41.0,47,8.5,5.0,clear,1026.73,10,Autumn,9.5,coastal,Sunny
10513,21.0,92,17.5,87.0,overcast,1010.89,3,Winter,2.5,mountain,Rainy
10521,22.0,63,9.5,5.0,partly cloudy,1024.08,10,Spring,7.0,coastal,Sunny
10524,21.0,88,11.0,81.0,partly cloudy,1005.55,3,Spring,4.5,coastal,Rainy
10525,22.0,89,17.5,97.0,partly cloudy,1004.21,0,Spring,4.0,coastal,Rainy
10526,29.0,32,3.0,15.0,clear,1012.12,11,Spring,6.0,coastal,Sunny
10529,34.0,80,6.5,55.0,overcast,1003.04,0,Spring,2.5,coastal,Rainy
10530,25.0,61,13.0,79.0,overcast,1002.02,1,Winter,2.5,inland,Rainy
10532,22.0,72,5.5,84.0,partly cloudy,994.51,3,Spring,2.5,mountain,Rainy
10533,35.0,43,4.5,18.0,clear,1022.08,9,Summer,9.0,mountain,Sunny
10535,37.0,20,9.0,11.0,partly cloudy,1022.91,7,Winter,8.0,mountain,Sunny
10536,30.0,91,7.0,104.0,partly cloudy,1012.35,6,Spring,9.0,mountain,Sunny
10538,20.0,97,12.0,90.0,overcast,1014.93,3,Winter,3.5,inland,Rainy
10540,18.0,81,15.0,55.0,partly cloudy,991.05,2,Summer,4.0,inland,Rainy
10543,29.0,48,5.5,13.0,clear,1020.36,9,Spring,6.5,mountain,Sunny
10544,36.0,89,16.5,99.0,partly cloudy,1023.65,7,Spring,5.0,coastal,Sunny
10545,34.0,59,8.5,9.0,clear,1020.78,6,Winter,8.0,coastal,Sunny
10548,21.0,99,10.0,67.0,overcast,1007.75,1,Autumn,4.5,coastal,Rainy
10550,28.0,71,30.0,87.0,partly cloudy,1018.69,12,Winter,5.0,inland,Rainy
10551,21.0,91,10.5,72.0,overcast,1013.6,1,Autumn,5.0,coastal,Rainy
10552,0.0,72,11.5,10.0,overcast,951.01,6,Summer,7.5,mountain,Sunny
10554,42.0,53,5.0,10.0,clear,1027.84,10,Winter,7.0,mountain,Sunny
10556,57.0,71,18.0,84.0,overcast,1009.18,2,Autumn,1.0,inland,Rainy
10557,20.0,65,5.5,17.0,clear,1029.96,10,Spring,9.5,mountain,Sunny
10558,32.0,42,5.0,17.0,clear,1026.4,6,Autumn,7.5,coastal,Sunny
10559,17.0,91,9.0,66.0,overcast,1002.44,0,Spring,4.5,coastal,Rainy
10560,44.0,67,8.0,16.0,clear,1028.69,6,Spring,8.0,mountain,Sunny
10561,15.0,86,5.0,70.0,partly cloudy,1007.14,3,Winter,5.0,inland,Rainy
10562,20.0,97,17.0,70.0,overcast,1004.59,3,Winter,4.5,coastal,Rainy
10566,15.0,70,2.5,80.0,clear,1020.81,2,Summer,8.0,mountain,Sunny
10569,11.0,63,7.5,90.0,overcast,1004.18,0,Summer,2.0,coastal,Rainy
10571,41.0,66,8.0,11.0,clear,1020.81,11,Winter,9.0,mountain,Sunny
10572,32.0,69,5.5,6.0,clear,1026.28,6,Winter,9.5,mountain,Sunny
10573,10.0,77,4.0,26.0,cloudy,853.9,9,Autumn,11.5,coastal,Rainy
10575,-14.0,43,2.0,79.0,cloudy,1196.0,9,Winter,17.5,coastal,Rainy
10578,28.0,49,8.0,0.0,clear,1025.75,5,Autumn,7.5,coastal,Sunny
10579,44.0,40,4.0,7.0,clear,1028.11,9,Winter,9.0,coastal,Sunny
10581,30.0,73,18.0,78.0,overcast,1015.78,3,Summer,1.5,mountain,Rainy
10582,29.0,45,8.0,4.0,clear,1028.04,11,Winter,7.0,mountain,Sunny
10584,38.0,45,7.0,19.0,clear,1020.65,11,Autumn,8.5,mountain,Sunny
10587,23.0,65,16.0,54.0,overcast,1007.22,0,Autumn,2.0,inland,Rainy
10588,12.0,62,12.5,71.0,overcast,1000.15,2,Winter,4.0,coastal,Rainy
10591,26.0,100,27.5,106.0,overcast,1015.47,0,Summer,3.5,inland,Rainy
10592,33.0,58,0.5,7.0,clear,1010.95,6,Autumn,6.0,coastal,Sunny
10593,21.0,95,17.0,66.0,overcast,998.46,1,Autumn,2.0,inland,Rainy
10597,22.0,44,10.0,40.0,overcast,963.2,14,Spring,11.5,inland,Rainy
10600,31.0,23,1.0,18.0,clear,1024.66,6,Summer,9.0,inland,Sunny
10602,24.0,22,0.5,14.0,clear,1027.62,8,Autumn,8.5,mountain,Sunny
10603,26.0,82,20.0,89.0,overcast,992.0,2,Winter,1.5,coastal,Rainy
10605,25.0,43,9.0,5.0,clear,1017.9,8,Winter,9.0,inland,Sunny
10607,62.0,94,14.5,83.0,clear,1025.57,10,Summer,4.0,inland,Sunny
10608,34.0,69,6.5,7.0,clear,1020.34,10,Autumn,7.0,inland,Sunny
10611,32.0,93,5.0,81.0,partly cloudy,991.17,2,Spring,5.0,inland,Rainy
10613,20.0,81,32.0,87.0,partly cloudy,999.54,12,Summer,1.5,mountain,Rainy
10616,26.0,82,14.5,96.0,overcast,999.91,8,Winter,0.5,inland,Rainy
10617,32.0,62,9.5,4.0,clear,1012.8,6,Summer,9.0,mountain,Sunny
10619,22.0,60,11.5,63.0,overcast,992.69,2,Spring,3.0,coastal,Rainy
10620,21.0,83,12.5,50.0,overcast,991.17,2,Summer,4.5,mountain,Rainy
10622,16.0,97,19.0,59.0,overcast,1005.12,3,Summer,1.0,inland,Rainy
10623,29.0,53,8.5,9.0,clear,1021.35,10,Summer,5.0,coastal,Sunny
10624,17.0,73,2.5,53.0,partly cloudy,955.73,11,Autumn,9.0,mountain,Rainy
10628,25.0,65,8.5,72.0,partly cloudy,1011.8,3,Autumn,2.0,inland,Rainy
10629,39.0,57,8.5,0.0,clear,1027.85,9,Spring,9.0,mountain,Sunny
10630,34.0,60,3.0,19.0,clear,1010.31,7,Spring,9.0,inland,Sunny
10631,30.0,66,4.5,12.0,clear,1024.75,6,Autumn,6.5,mountain,Sunny
10633,43.0,48,6.0,11.0,clear,1026.72,11,Winter,8.0,mountain,Sunny
10634,11.0,91,7.0,57.0,overcast,995.78,3,Autumn,5.0,coastal,Rainy
10637,32.0,91,5.0,99.0,overcast,997.66,1,Winter,2.0,coastal,Rainy
10639,36.0,50,10.0,9.0,clear,1029.55,7,Autumn,8.0,inland,Sunny
10640,40.0,62,6.0,12.0,clear,1022.43,10,Winter,7.0,inland,Sunny
10641,16.0,64,12.5,71.0,overcast,1019.27,0,Winter,2.5,mountain,Rainy
10643,39.0,60,5.0,3.0,clear,1013.97,7,Autumn,5.0,inland,Sunny
10646,63.0,107,13.0,95.0,partly cloudy,997.91,4,Spring,1.5,mountain,Rainy
10647,40.0,41,1.0,6.0,clear,1015.33,9,Winter,7.0,inland,Sunny
10649,44.0,38,0.5,13.0,clear,1017.02,7,Spring,6.0,inland,Sunny
10651,45.0,75,20.0,81.0,overcast,1014.22,4,Winter,0.5,inland,Rainy
10652,86.0,102,5.0,103.0,clear,1018.82,0,Summer,9.0,inland,Sunny
10653,28.0,76,7.0,83.0,partly cloudy,1016.07,3,Autumn,2.0,mountain,Rainy
10654,23.0,65,3.0,4.0,partly cloudy,1024.1,7,Spring,5.5,inland,Sunny
10655,46.0,88,2.5,88.0,clear,1017.83,6,Summer,8.0,coastal,Sunny
10657,33.0,87,10.0,73.0,overcast,998.28,0,Spring,2.5,coastal,Rainy
10661,12.0,77,19.5,85.0,clear,1019.09,2,Autumn,12.5,inland,Sunny
10662,24.0,62,16.0,56.0,overcast,1019.07,2,Winter,4.5,inland,Rainy
10664,28.0,64,6.5,2.0,partly cloudy,1023.48,10,Autumn,9.5,mountain,Sunny
10665,-17.0,77,10.5,70.0,overcast,1108.38,13,Winter,14.5,inland,Sunny
10666,19.0,86,13.0,82.0,partly cloudy,1002.78,3,Winter,1.0,coastal,Rainy
10667,23.0,86,9.5,85.0,partly cloudy,1013.54,1,Spring,2.5,mountain,Rainy
10668,4.0,44,13.5,36.0,cloudy,1103.75,2,Autumn,4.5,inland,Rainy
10669,17.0,66,6.0,98.0,overcast,991.3,1,Autumn,4.0,mountain,Rainy
10675,28.0,81,6.5,99.0,partly cloudy,1013.51,3,Winter,3.5,coastal,Rainy
10678,34.0,43,2.0,1.0,partly cloudy,1016.47,10,Summer,9.5,coastal,Sunny
10681,34.0,64,5.5,9.0,clear,1024.88,7,Winter,5.5,inland,Sunny
10682,10.0,84,16.0,54.0,overcast,1015.2,2,Autumn,1.5,mountain,Rainy
10687,33.0,58,3.5,14.0,clear,1028.32,5,Summer,9.0,inland,Sunny
10688,57.0,77,26.0,76.0,partly cloudy,1006.59,0,Summer,2.0,coastal,Rainy
10689,13.0,63,12.5,61.0,partly cloudy,997.41,2,Summer,4.0,inland,Rainy
10692,31.0,24,3.5,16.0,clear,1016.82,11,Autumn,8.0,inland,Sunny
10694,31.0,40,4.0,9.0,partly cloudy,1015.55,11,Winter,9.5,inland,Sunny
10696,21.0,99,14.0,78.0,overcast,1012.46,0,Spring,2.5,coastal,Rainy
10697,30.0,94,6.0,73.0,overcast,1004.45,1,Winter,5.0,mountain,Rainy
10698,24.0,69,1.5,1.0,clear,1011.39,9,Spring,5.5,coastal,Sunny
10700,35.0,49,8.5,11.0,partly cloudy,1025.23,10,Autumn,5.5,inland,Sunny
10701,38.0,33,7.0,13.0,clear,1022.81,10,Winter,6.5,inland,Sunny
10702,38.0,58,1.5,3.0,clear,1022.76,8,Spring,7.5,coastal,Sunny
10703,24.0,24,4.5,25.0,overcast,1008.07,4,Spring,15.5,coastal,Rainy
10704,30.0,87,18.0,91.0,overcast,1013.05,2,Winter,1.0,mountain,Rainy
10705,33.0,61,15.5,63.0,overcast,1012.96,1,Spring,3.0,coastal,Rainy
10706,-2.0,27,8.0,21.0,cloudy,878.92,13,Winter,15.5,mountain,Sunny
10707,29.0,75,10.5,70.0,overcast,1015.27,1,Winter,2.5,coastal,Rainy
10708,44.0,81,34.0,87.0,overcast,1014.51,2,Winter,5.5,inland,Rainy
10711,22.0,23,3.0,1.0,partly cloudy,1015.84,9,Autumn,8.5,coastal,Sunny
10712,-17.0,76,14.5,37.0,partly cloudy,840.62,4,Spring,16.0,mountain,Sunny
10713,23.0,74,5.0,33.0,overcast,1033.7,9,Autumn,9.5,coastal,Rainy
10714,46.0,77,0.5,85.0,clear,1010.64,12,Autumn,13.5,mountain,Sunny
10719,24.0,69,5.0,18.0,clear,1023.48,8,Autumn,7.5,mountain,Sunny
10720,31.0,83,9.0,59.0,overcast,997.82,3,Summer,4.0,coastal,Rainy
10723,19.0,92,9.5,88.0,partly cloudy,1001.76,3,Autumn,3.0,inland,Rainy
10727,48.0,64,2.5,89.0,overcast,955.71,13,Summer,9.0,coastal,Rainy
10730,19.0,99,19.5,79.0,overcast,1012.31,3,Winter,1.0,inland,Rainy
10731,12.0,90,12.5,77.0,overcast,995.56,0,Spring,2.0,mountain,Rainy
10733,58.0,76,12.0,84.0,clear,1021.91,13,Spring,9.5,coastal,Sunny
10737,26.0,91,15.0,58.0,overcast,1007.24,2,Spring,2.5,coastal,Rainy
10740,21.0,97,12.0,61.0,overcast,1006.8,2,Spring,2.5,mountain,Rainy
10741,40.0,34,2.5,7.0,clear,1023.32,11,Winter,6.0,coastal,Sunny
10745,26.0,60,1.0,15.0,clear,1029.63,11,Summer,7.5,coastal,Sunny
10746,43.0,46,1.0,9.0,clear,1014.23,5,Autumn,5.5,mountain,Sunny
10748,28.0,60,14.5,63.0,partly cloudy,1002.62,1,Winter,3.5,coastal,Rainy
10749,-7.0,20,2.5,83.0,overcast,831.65,2,Spring,13.0,mountain,Rainy
10750,28.0,28,1.5,16.0,clear,1022.69,5,Winter,8.5,inland,Sunny
10753,90.0,82,11.5,73.0,clear,1025.98,11,Autumn,8.5,coastal,Sunny
10756,20.0,71,15.0,59.0,overcast,1010.12,2,Autumn,2.5,mountain,Rainy
10758,-10.0,72,9.0,94.0,cloudy,816.85,12,Summer,13.0,mountain,Sunny
10761,44.0,48,7.0,14.0,clear,1012.85,10,Winter,5.5,inland,Sunny
10762,31.0,59,7.5,19.0,partly cloudy,1029.01,9,Autumn,6.5,coastal,Sunny
10763,24.0,87,11.0,93.0,overcast,1019.68,3,Summer,4.5,inland,Rainy
10765,32.0,88,19.5,94.0,partly cloudy,1000.74,2,Autumn,2.0,mountain,Rainy
10766,34.0,71,10.0,70.0,partly cloudy,1010.73,2,Spring,3.0,inland,Rainy
10767,15.0,65,7.0,70.0,overcast,1018.91,0,Autumn,2.0,coastal,Rainy
10768,13.0,99,18.0,91.0,overcast,999.72,3,Summer,5.0,mountain,Rainy
10769,19.0,81,11.5,99.0,overcast,1011.36,0,Summer,3.0,mountain,Rainy
10771,18.0,65,17.0,87.0,overcast,1016.7,1,Spring,2.0,coastal,Rainy
10774,22.0,24,4.0,8.0,clear,1018.69,10,Summer,6.0,inland,Sunny
10775,63.0,89,16.0,83.0,clear,1018.37,6,Autumn,3.0,coastal,Sunny
10777,12.0,87,14.5,72.0,overcast,991.12,3,Spring,3.0,inland,Rainy
10782,37.0,52,4.5,4.0,clear,1016.81,9,Autumn,5.0,coastal,Sunny
10784,22.0,90,13.0,93.0,overcast,996.01,2,Autumn,3.5,mountain,Rainy
10786,26.0,58,9.0,17.0,clear,1014.23,8,Winter,6.0,inland,Sunny
10787,40.0,46,6.5,15.0,clear,1016.72,11,Autumn,7.0,mountain,Sunny
10788,26.0,72,9.0,69.0,partly cloudy,996.4,3,Winter,4.0,inland,Rainy
10794,21.0,73,10.5,77.0,partly cloudy,1015.32,3,Spring,3.5,coastal,Rainy
10800,28.0,88,16.0,89.0,partly cloudy,995.21,0,Winter,3.0,mountain,Rainy
10803,10.0,64,18.0,65.0,overcast,1015.3,0,Winter,2.5,coastal,Rainy
10805,22.0,91,12.0,95.0,clear,1020.24,5,Autumn,11.5,mountain,Sunny
10806,11.0,59,10.5,99.0,overcast,1014.01,8,Winter,4.5,mountain,Rainy
10808,31.0,78,14.5,59.0,partly cloudy,997.11,2,Winter,5.0,mountain,Rainy
10811,-7.0,57,1.5,22.0,cloudy,829.51,11,Summer,12.0,coastal,Sunny
10814,23.0,61,12.5,59.0,overcast,1018.24,3,Spring,4.5,mountain,Rainy
10815,-9.0,76,14.0,91.0,overcast,930.28,2,Winter,6.0,coastal,Sunny
10816,25.0,95,14.5,90.0,overcast,1014.83,0,Winter,1.0,coastal,Rainy
10817,33.0,46,6.0,6.0,partly cloudy,1023.19,10,Spring,9.5,inland,Sunny
10818,35.0,55,8.0,12.0,clear,1023.2,5,Autumn,6.0,mountain,Sunny
10819,17.0,64,5.5,89.0,overcast,1004.85,3,Winter,3.0,mountain,Rainy
10820,29.0,98,13.0,96.0,partly cloudy,1012.21,1,Autumn,2.5,coastal,Rainy
10823,28.0,40,9.0,5.0,partly cloudy,1024.52,6,Winter,9.5,inland,Sunny
10825,17.0,92,30.0,98.0,partly cloudy,1012.81,13,Autumn,1.5,mountain,Rainy
10826,10.0,95,12.0,65.0,overcast,1002.12,3,Winter,4.5,mountain,Rainy
10827,58.0,102,16.5,84.0,clear,1022.64,11,Winter,7.0,inland,Sunny
10829,35.0,55,13.0,90.0,partly cloudy,820.91,0,Summer,8.0,mountain,Sunny
10835,32.0,96,13.0,97.0,clear,1012.08,4,Winter,7.5,inland,Sunny
10837,40.0,30,3.0,2.0,partly cloudy,1020.92,8,Winter,9.0,inland,Sunny
10838,29.0,25,8.5,4.0,partly cloudy,1026.4,6,Winter,5.0,coastal,Sunny
10839,31.0,38,2.0,16.0,clear,1025.16,7,Spring,8.5,mountain,Sunny
10846,28.0,69,17.0,52.0,overcast,1013.8,3,Summer,4.5,coastal,Rainy
10847,34.0,76,19.5,93.0,clear,1010.88,7,Summer,4.5,coastal,Sunny
10849,47.0,71,21.0,82.0,overcast,1009.99,3,Winter,4.0,mountain,Rainy
10850,-1.0,37,4.5,55.0,overcast,1180.83,13,Spring,3.0,coastal,Rainy
10852,38.0,53,3.5,16.0,clear,1023.71,11,Spring,9.5,inland,Sunny
10856,11.0,37,11.0,51.0,overcast,851.42,5,Autumn,5.0,inland,Rainy
10857,24.0,58,1.0,0.0,clear,1029.64,9,Winter,6.5,inland,Sunny
10860,20.0,80,10.5,72.0,partly cloudy,992.09,2,Winter,4.0,coastal,Rainy
10861,28.0,88,41.0,102.0,overcast,996.15,11,Autumn,2.0,coastal,Rainy
10864,31.0,64,7.5,70.0,partly cloudy,1019.87,1,Spring,1.5,coastal,Rainy
10865,42.0,24,2.5,7.0,clear,1016.17,10,Winter,7.5,mountain,Sunny
10871,29.0,33,2.0,2.0,clear,1029.33,9,Summer,9.0,mountain,Sunny
10872,20.0,78,47.0,76.0,overcast,1017.71,9,Autumn,0.5,mountain,Rainy
10873,14.0,76,5.5,52.0,overcast,1013.24,2,Autumn,1.0,mountain,Rainy
10874,15.0,74,13.0,94.0,partly cloudy,1011.96,3,Winter,1.5,coastal,Rainy
10877,-5.0,65,12.0,60.0,partly cloudy,969.74,3,Spring,1.0,coastal,Sunny
10879,70.0,81,3.5,71.0,clear,1021.7,1,Spring,10.5,inland,Sunny
10881,26.0,33,5.5,12.0,clear,1024.95,7,Spring,6.0,coastal,Sunny
10882,22.0,47,8.5,13.0,clear,1022.02,10,Summer,5.5,coastal,Sunny
10883,22.0,33,1.5,8.0,clear,1029.06,7,Summer,5.5,coastal,Sunny
10890,13.0,83,19.0,59.0,overcast,992.83,0,Winter,4.5,inland,Rainy
10891,20.0,108,20.0,92.0,partly cloudy,998.37,1,Summer,5.5,coastal,Rainy
10893,26.0,73,7.0,92.0,partly cloudy,1016.65,3,Summer,2.5,inland,Rainy
10896,45.0,95,2.5,84.0,clear,1010.47,8,Summer,3.5,mountain,Sunny
10899,50.0,86,8.5,84.0,overcast,1001.08,1,Autumn,1.5,mountain,Rainy
10900,22.0,94,5.0,62.0,overcast,990.53,2,Spring,2.5,mountain,Rainy
10901,19.0,78,11.5,74.0,partly cloudy,1012.92,1,Autumn,4.0,coastal,Rainy
10902,15.0,66,12.0,96.0,overcast,1002.81,1,Winter,2.0,inland,Rainy
10906,34.0,74,16.5,89.0,overcast,1004.7,2,Winter,2.5,inland,Rainy
10910,25.0,68,0.5,17.0,clear,1029.61,8,Spring,10.0,coastal,Sunny
10911,22.0,71,13.5,65.0,overcast,1006.32,3,Winter,5.0,inland,Rainy
10912,12.0,85,16.0,87.0,overcast,991.47,0,Winter,4.0,mountain,Rainy
10913,12.0,79,8.0,90.0,overcast,1013.0,2,Spring,3.0,mountain,Rainy
10914,29.0,88,24.5,92.0,overcast,992.31,6,Summer,0.5,coastal,Rainy
10915,30.0,97,6.5,51.0,overcast,995.83,0,Winter,4.5,inland,Rainy
10916,39.0,50,9.5,8.0,clear,1013.68,7,Summer,8.0,inland,Sunny
10918,25.0,72,15.0,87.0,overcast,991.55,1,Winter,2.0,mountain,Rainy
10920,23.0,72,10.0,94.0,partly cloudy,1019.95,2,Autumn,2.0,coastal,Rainy
10921,28.0,97,9.0,76.0,overcast,996.75,2,Winter,5.0,coastal,Rainy
10923,25.0,97,21.5,90.0,partly cloudy,1007.81,1,Autumn,1.0,inland,Rainy
10924,19.0,96,28.0,104.0,overcast,1011.38,5,Spring,1.5,mountain,Rainy
10925,22.0,51,6.5,19.0,clear,1025.07,10,Winter,5.5,mountain,Sunny
10926,33.0,69,8.5,5.0,partly cloudy,1018.19,7,Spring,9.0,inland,Sunny
10930,30.0,95,5.5,66.0,overcast,1008.03,2,Spring,1.5,mountain,Rainy
10932,23.0,59,6.5,18.0,clear,1026.42,11,Winter,6.5,coastal,Sunny
10935,30.0,24,6.5,6.0,partly cloudy,1022.25,9,Autumn,9.0,inland,Sunny
10937,26.0,89,12.0,96.0,partly cloudy,1014.36,2,Spring,1.5,coastal,Rainy
10938,41.0,20,1.0,3.0,partly cloudy,1014.94,9,Winter,5.5,mountain,Sunny
10944,20.0,93,17.0,69.0,partly cloudy,1013.36,1,Spring,4.0,coastal,Rainy
10945,46.0,101,11.5,89.0,clear,1027.21,11,Spring,11.0,inland,Sunny
10948,37.0,60,9.0,15.0,clear,1015.02,10,Autumn,9.0,mountain,Sunny
10949,31.0,20,8.5,8.0,clear,1028.11,6,Autumn,9.0,inland,Sunny
10950,57.0,83,18.0,98.0,partly cloudy,1028.08,6,Winter,7.5,mountain,Sunny
10952,24.0,39,1.5,16.0,clear,1025.14,7,Summer,9.0,inland,Sunny
10954,22.0,84,6.5,87.0,overcast,1013.67,1,Spring,2.5,inland,Rainy
10955,29.0,67,7.5,92.0,overcast,1015.15,3,Spring,4.0,coastal,Rainy
10956,29.0,68,9.5,87.0,overcast,1019.28,2,Spring,1.0,coastal,Rainy
10957,32.0,90,16.0,101.0,overcast,993.31,7,Autumn,2.0,coastal,Rainy
10958,9.0,66,2.5,31.0,overcast,1169.05,13,Spring,9.5,mountain,Rainy
10961,27.0,37,5.0,16.0,clear,1016.06,10,Autumn,9.0,inland,Sunny
10963,32.0,82,11.0,67.0,overcast,1010.49,0,Summer,4.5,coastal,Rainy
10965,32.0,63,8.0,68.0,partly cloudy,998.48,0,Winter,3.5,coastal,Rainy
10966,38.0,42,4.5,0.0,partly cloudy,1012.72,5,Winter,6.0,inland,Sunny
10970,13.0,95,5.5,66.0,partly cloudy,1012.67,1,Winter,3.0,mountain,Rainy
10973,13.0,88,10.5,71.0,overcast,1017.93,0,Spring,2.0,coastal,Rainy
10978,20.0,26,7.5,5.0,partly cloudy,1012.83,10,Spring,7.5,mountain,Sunny
10979,23.0,69,3.0,9.0,partly cloudy,1019.88,9,Summer,7.5,mountain,Sunny
10982,94.0,95,17.5,91.0,clear,1026.91,6,Autumn,3.5,coastal,Sunny
10983,48.0,51,3.0,66.0,partly cloudy,932.56,11,Summer,2.5,mountain,Sunny
10984,42.0,21,0.5,0.0,clear,1026.32,5,Autumn,5.5,mountain,Sunny
10987,12.0,73,17.0,68.0,overcast,1011.77,1,Spring,5.0,mountain,Rainy
10988,18.0,77,15.5,71.0,overcast,993.03,1,Autumn,4.5,inland,Rainy
10989,20.0,71,19.0,55.0,partly cloudy,1007.23,3,Autumn,1.5,inland,Rainy
10991,56.0,102,43.5,74.0,overcast,1019.56,7,Winter,4.0,inland,Rainy
10993,108.0,77,10.0,94.0,clear,1021.02,7,Summer,1.0,inland,Sunny
10994,34.0,47,1.0,4.0,clear,1018.05,9,Winter,5.5,mountain,Sunny
10996,25.0,69,6.0,17.0,clear,1024.91,5,Spring,7.0,mountain,Sunny
10999,18.0,81,20.0,80.0,partly cloudy,1017.29,2,Autumn,3.0,coastal,Rainy
11002,32.0,62,6.0,80.0,partly cloudy,995.96,1,Summer,3.0,mountain,Rainy
11005,41.0,97,32.5,91.0,partly cloudy,1001.73,1,Winter,3.5,coastal,Rainy
11006,33.0,76,17.5,89.0,partly cloudy,1008.15,0,Summer,1.0,coastal,Rainy
11009,29.0,79,6.5,75.0,partly cloudy,1012.7,1,Winter,2.0,inland,Rainy
11010,28.0,66,11.5,61.0,overcast,1010.63,2,Winter,2.5,coastal,Rainy
11012,-13.0,58,14.5,78.0,cloudy,1179.76,12,Autumn,9.0,inland,Rainy
11015,34.0,96,15.0,74.0,overcast,1015.49,2,Summer,4.0,inland,Rainy
11016,18.0,87,8.0,60.0,overcast,1018.75,0,Spring,4.5,coastal,Rainy
11017,42.0,47,8.5,13.0,partly cloudy,1025.55,7,Autumn,9.0,coastal,Sunny
11019,34.0,84,16.5,84.0,overcast,1012.85,2,Autumn,4.0,inland,Rainy
11020,20.0,37,7.0,68.0,cloudy,935.42,9,Winter,9.0,mountain,Sunny
11023,69.0,85,1.5,100.0,clear,1026.94,2,Spring,7.5,inland,Sunny
11026,19.0,98,11.0,97.0,overcast,1009.3,0,Winter,2.5,mountain,Rainy
11029,44.0,64,8.5,4.0,clear,1029.87,6,Winter,8.0,coastal,Sunny
11030,24.0,64,15.0,94.0,overcast,997.74,2,Winter,1.5,coastal,Rainy
11031,23.0,46,0.5,1.0,clear,1022.77,7,Summer,5.0,coastal,Sunny
11033,24.0,60,11.5,63.0,overcast,1014.26,3,Autumn,2.5,inland,Rainy
11034,16.0,91,12.5,79.0,overcast,1019.07,0,Winter,2.5,inland,Rainy
11036,22.0,38,6.5,6.0,partly cloudy,1027.68,6,Autumn,6.0,coastal,Sunny
11039,22.0,97,38.0,83.0,overcast,1014.51,12,Summer,1.5,coastal,Rainy
11044,-4.0,23,1.5,52.0,overcast,854.68,10,Winter,0.0,coastal,Sunny
11045,26.0,21,6.5,19.0,partly cloudy,1021.51,8,Autumn,7.5,inland,Sunny
11046,77.0,73,15.5,104.0,clear,1021.88,4,Autumn,7.0,inland,Sunny
11048,20.0,79,13.5,60.0,overcast,1001.78,1,Autumn,3.5,coastal,Rainy
11050,11.0,89,13.5,73.0,overcast,1012.51,3,Summer,1.5,mountain,Rainy
11051,27.0,34,2.5,7.0,clear,1012.75,9,Autumn,8.5,inland,Sunny
11053,25.0,26,2.0,14.0,clear,1019.62,7,Winter,5.5,mountain,Sunny
11054,17.0,96,17.5,92.0,partly cloudy,1014.97,3,Autumn,2.5,coastal,Rainy
